"id","profileName","text","date","title","rating","images","helpful"
"RU2E7DDRJBPK1","Old Sub Sailor","HOMEBREW USERS you already know terminal and the command line. You can download Homebrew Python and not bother with Python.org.Needs more attention and detail with regard to the command line interface and what actually should have been typed, i.e. page 7 & 228.  Matthes fails to tell people not to enter the terminal prompt symbol $ as part of the input; nor does he discuss what a terminal prompt is.Sublime text should have been avoided if at all possible, for Mac users, use the free forever Textwrangler.I was following the book and went to the no starch website to review the resources. Unfortunately Matthes went political there and in a most unfortunate manner.","Reviewed in the United States on August 10, 2021","I can not recommend this book. It falls short in teaching what is used.",1,"",1
"R2IZ5FKC6F0E5P","John Smith","The book is very nicely organized with all the usual ""Installation"" chapters at the end of the book in an Appendix.  If I said that this is THE BEST BOOK ON PYTHON currently (May 2020), I won't be exaggerating at all. I ordered (and unfortunately returned) a few of the Python books until I found this one. Along with the ","Reviewed in the United States on May 12, 2020","Superbly written! Takes you from Hello World to Classes to Error Handling and much more!",5,"https://images-na.ssl-images-amazon.com/images/I/81-UWcvPaLL.jpg",1
"R3EBJU17O6MIZH","Angela","I have been trying to learn to code off and on for years and years. This is the first resource I've tried that actually helps me understand what I'm doing. I got it quite a while ago and got to the Dictionary section, I think. Then I lost interest. I started in on it again maybe a week ago because I'm trying to become employable. I started from the beginning and I'm almost to Dictionaries and I'm doing pretty well with it.The pacing is perfect for me and I love how things are explained. I think there was one time when something wasn't clear, but maybe I'm just dense.I see some people have had problems with the quality of the book. Mine has been in my backpack and hauled out in cafes several times and flipped through on a bookstand quite a bit. I have 2 other No Starch Press books and the quality on those are great as well, so it seems there's a bad batch on the loose.So yeah, loving this book so far. I wish I had it 10+ years ago.","Reviewed in the United States on September 17, 2019","Finally, something that makes sense",5,"",1
"R16DJ5I4NUYH99","merchant","Let me say that I have tried my hands at programming many times. I started with C, C++, Java, etc. years ago. Most books were dry and provided so many details that would overwhelm an average beginner like me. I would quit after spending time as I would lose confidence and had to move on with other life problems that came along. I didn't see myself spending more time, as I knew I would fail to complete.Not this book, however. Eric explains each concept in a simple, easy to understand manner. Through his examples, he keeps readers aware of how and where they can apply to the concept just learned, and his Try it Yourself exercise goes an extra step in solidifying the concepts.Programming is hard, but one can learn and master, I feel,  if you have a teacher like Eric, or read this book.Eric, a big thank you! You let me achieve a goal, I always wanted to, ""To program and solve real-world problems.""","Reviewed in the United States on April 28, 2020","Eric deserves a prize!",5,"",1
"R1UE6WOP54V09P","Erik T.","This book came recommended in several searches on ""Best Python Book for EXPERIENCED programmers"". Simply put, while this book appears quite well written for complete novices who have never programmed in another language before, it's absolutely not suitable for experienced programmers who seek to learn Python.I came expecting the first chapter to give me some clarity on the pros and cons of Anaconda vs. direct install of Python, which libraries were most essential, and advice on which of the several Python IDEs might best suit my circumstances. Instead I found a long section introducing the concept of what a text editor is, and an entire chapter introducing the concept of what a variable is.I gave it 4 stars because the problem was with the advice I received, not with the author, who seems to have done an excellent job of writing a book for people with zero programming experience. For anyone else who shares my objectives, further research revealed that FLUENT PYTHON is probably the best book for those who have prior programming experience in other languages.","Reviewed in the United States on July 27, 2019","Absolutely NOT SUITABLE for experienced programmers!",4,"",1
"RJITFB7AEH8K0","ParchmentFan","Python Crash Course is hands down the best beginners book for Python 3. When coupled with Automate the Boring Stuff also from No Starch, a beginner will have everything needed to grow awesome python skills. Don't even look elsewhere. Buy this book now.","Reviewed in the United States on May 13, 2019","Hands down the BEST beginners book for Python 3",5,"","7"
"R26ESUEU01QBXM","Homayoun Birangi","As a C++ programmer that knew a little bit about Python, I started reading this book on weekends. The books is so clear in explaining the subjects at hand that makes me wondering how much effort and patient the author has put in writing the book. After explaining the basics in the first few chapters, more advanced topics such as Classes, Inheritance and Files are explained. The second half of the book covers 3 projects. I learned more doing the 3 projects than anything else. I wish the author writes another Python book with more advances topics. I will buy one.","Reviewed in the United States on February 13, 2020","One of the best Python programming books",5,"","2"
"RR048O9QZV2LU","Sophie Crash","I wanted a new hobby I can do from home. I’m a total beginner, even needed the instructions on how to open the command prompt! So I’m definitely learning a lot already. The book is really long, like a textbook, but since it is a paperback it is not so heavy. I really like the texture of the cover, it isn’t glossy like most textbooks. I like that the content in the book gets hands-on almost right away. The book is perfectly up to date and the programs it requires are also free.","Reviewed in the United States on July 29, 2021","Hands on learning in the paperback book",5,"https://m.media-amazon.com/images/I/81iCyqkg--L.jpg",0
"R2CN08KECZ6O8E","Steven","Pros:I have done so many different free online courses, but this book is by far the best. Be sure to actually utilize the ""TRY IT YOURSELF"" sections. In PyCharm, I have a ""Crash Course"" directory with each chapter in a subdirectory. Each assignment is a module. Do these and you will definitely learn from them.Cons: The book is starting to fall apart. If needed, I will take it to FedEx Kinkos and turn it into a 3 ring book.","Reviewed in the United States on May 20, 2021","The Absolute Best for Learning Python",5,"",1
"R29E364OZ8X4TL","Tony","The substance and the way Python is taught is easy to understand and intuitive. It’s a good place to start for someone like me who have zero coding knowledge prior.The only issue… The sample codes are near impossible to figure out because the formatting on kindle is so horrid. Not sure if this is due to the book itself or the transfer to Kindle. I had to google and use github to get through some of the codes.","Reviewed in the United States on June 4, 2021","Good and Easy Learning, Formatting is Wanting",2,"",0
"R2CE2FMJ4ZRXXF","Dr. Stephen S. Hamilton","I received this book as a gift, and found it to be extremely well written.  It contains lots of sample code and detailed explanations of what that code is doing.  The ""Try It Yourself"" section at the end of each chapter allows the reader to try their hand at programming.  Finally, the second part of the book features three comprehensive projects to reinforce all the skills learned earlier.  Overall, a very good book ... for someone with a little prior programming experience.","Reviewed in the United States on January 4, 2020","Very Comprehensive Book",5,"",0
"RUMH7U5CISBL","dc rogers","A great book to start learning python from scratch. I am hands on and thos book explains how things work, why things work, and allows you to put things into practice. It even touches on django, api, and python for web dev briefly towards the end and opens doors to so many other avenues. I do recommend and also to follow up with impractical python projects and/or automate the boring stuff by the same publisher.","Reviewed in the United States on October 17, 2019","Is Monty Aware?",4,"",1
"RMDJ2RBHVWEPO","LoneWolf","This book if taken seriously will ingrain the basics into your head. The book might be for python beginneers but there is a lot to cover and many excercises to do. I am an intermediate level C programmer and  compared to C, python is incredibly large but fun to learn.  This book covers everything to get you going to more intermediate level programming.","Reviewed in the United States on March 24, 2022","Really good for learning Python. Well written and easy to follow examples.",5,"",0
"R3FZGLWK0K76LG","Z","I've tried to learn to program several times in the past and always quit because the learning curve always seemed too difficult.  This book is so well written, everything is perfectly explained. I'm super impressed.  I'm only 100 pages in  but I've learned so much. I sent some code i'd written to a friend of mine who works at NASA, he was impressed to hear that i'd only been learning Python for 2 weeks. This book is a beginner's course in Python written by a terrific teacher. Highly recommended.","Reviewed in the United States on May 29, 2020","A terrifically written guide for absolute beginners.",5,"",0
"R2N0JHBWJJ5LUO","Eduardo g.","If you are like what I was a few months ago! Like did not know any programming language like, Not no one drip of coding like NOTHING!!! This book will really help you. Seriously. I actually sent the author a thank you email and he actually replied which was cool. But because of python I picked up java really quick. Because of this book GUI was such an easy thing to learn and if you're like me ""GUI"" just scared you like what the F is that well don't worry this book will give you literally every tool you'll need even ones you won't. Do yourself a favor get it!","Reviewed in the United States on October 2, 2020","!!!!!! READ !!!!!!",5,"",0
"R1IHM96CGUMENU","Isaac Barrow","As a decent programmer in other languages, I bought the first kindle edition of this book to learn python 3 from scratch. I found it to be excellent with clear, step-by-step explanations and practice exercises - haven't got to the projects yet. I am sure that even someone with zero programming knowledge would benefit.I do wonder though if the changes in the second edition are worth the additional investment. That is hard to tell since Chapter 2 is not included in the preview.","Reviewed in the United States on May 31, 2019","Rating for 1st Edition",5,"",0
"R1AS6HFWMRSAOR","PGM","You can learn python on your own with this book.  I have followed it page by page and am writing python programs.  I have had very few problems understanding what is written or expected in the ""try it yourself"" sections.  It is logical and orderly.  My sister and a friend are also learning python using this book and they feel the same. None of us have had prior programming experience. I am almost half way through the book. It was definitely worth the purchase (my company purchased this book for me from Amazon).","Reviewed in the United States on December 7, 2020","Excellent beginner book on python",5,"",0
"R13QOP9BA0YY3X","Kevin Broderick","This book started my Python learning. I supplemented with online info as well as used a mobile app and online learning course.Understand; programming can be hard but like anything, if you do it every day, you will love it. Don't force yourself and remember to take breaks. This book will get you into it!","Reviewed in the United States on April 10, 2022","Great for beginners",5,"",0
"RDD5GCMAMAHAW","Jessica Mangiameli","I took an online introduction class to Python and had a very hard time with it. I ordered this book after and was able to learn the basics of Python very quickly. It has short exercises throughout the chapters that really help you practice, maintain and build onto your Python skills. It’s very well written and easy to understand. I purchased my book a while ago and have had no issues with it falling apart.","Reviewed in the United States on April 15, 2022","Best Book for Python Beginners.",5,"",0
"R1O6DDG0SQ1894","xyz","Level: BeginnerI’m coming from the iOS background, and I learned Python when I was in the school, and now learning Python for fun, and let me tell you one thing, this is the best Python book out there. I mostly love the breakdowns of each example. The author gives a step-by-step explanation for each.This book includes Basics and 3 projects (will look good on your resume).","Reviewed in the United States on June 8, 2020","You won’t regret it",5,"https://images-na.ssl-images-amazon.com/images/I/71mUGpML59L.jpg",1
"R1GJFEOFVTWMSI","RAUL VELEZ","The way this book is structured and the amount of examples and exercises that it has, really helps you to learn Python efficiently. In addition to this, the projects that it has , allows you to consolidate your knowledge with hands-on and fun projects.  I strongly recommend this book for those that are interested in learning Python.","Reviewed in the United States on April 8, 2020","Amazing book to learn python",5,"",0
"R5R8KODKXWVS4","RonLev","First admission:  I didn't buy the book.  Because?  I checked the index and there is nothing on pandas or numpy, two of the most popular and important packages.  In 500+ pages you couldn't squeeze these into the book?","Reviewed in the United States on April 26, 2020","Some essential things are missing here,",3,"",1
"R2G9ICMSE4BNR6","Amazon Customer","I love the breakdown of code fragments for tighter explanation.  I do wish the index was better, but this book will make you competent.","Reviewed in the United States on March 31, 2022","Book is great",5,"",0
"R1JLQK5MJX4Z3N","natalia c","Después de tener muchos problemas con libros y tutoriales que ""asumen"" que sabes ciertas cosas de programación, este libro fue una grata sorpresa. Me ENCANTA la forma en que están estructurados los temas y la buena explicación del autor en cada uno de estos.","Reviewed in the United States on July 1, 2021","Enseña desde lo básico y muy bien explicado",5,"",0
"R1PXQ8ZC1YVFGM","Kindle User","In case you are looking for text to learn Python from scratch, just look else where. This author himself needs to learn it in the first place.","Reviewed in the United States on June 16, 2020","Hard to Follow. Poor Explanations.",1,"",0
"R1UBJB2ACRT4YK","Amazon Customer","I am a beginner programmer. In my first python installation, I had omitted to select Add Python 3.7 to PATH in the installer, the hello_world.py file in Chapter 1 could not work, and it’s frustrating and worrisome to troubleshoot for a beginner.Luckily, I had found the author Eric’s email, and over a few days period, he had patiently troubleshooting for me and eventually discovered the omission.I am grateful to him and thank you for your kind assistance and patience, Eric. Many thanks! 🙏","Reviewed in the United States on June 27, 2019","Add Python to PATH",5,"",0
"R2YJ2S5X837GZM","Jennifer Zadka","In this book, Al shows a lot of important insights about the day-to-day techniques needed to be a Python master. I have already recommended the book to the junior engineers in my team.","Reviewed in the United States on November 26, 2020","Deep-dive into the Details",5,"",0
"R28UPO9NWZID15","Joseph J. Pedalino","Easy to follow and the concepts are immediately followed with examples and ""Try it Yourself"" exercises so you won't have to refer too far back for the theory. Small programs make it easy to follow the concepts and the exercises build on the concepts. Great book to have as a reference on your bookshelf.","Reviewed in the United States on September 23, 2020","Great Book to start Python Programming",5,"",0
"R3R6TYXP1G0K8U","Sharon","Really enjoying this book. Helps you set up a work environment with free software to get started with. Explains in great detail every topic. I knew nothing about programming but wanted to learn to help automate and this is a great first step book. Highly recommend everyone who uses python to add this book in your library. A++++","Reviewed in the United States on December 14, 2019","Great book if you know nothing.",5,"",0
"R2ZL8IHIWSEK6W","Konstantinos-N","Very good work. Introduces gradually core language concepts and builds up on them in a manner that is both accessible and appropriate for beginners.","Reviewed in the United States on January 19, 2020","This is the book to start learning Python",5,"",1
"R4BGORLDCT95Q","KEITH J KAY","This book is a great introduction to Python, whether you are new to programming or experienced in another language already. Clear step by step breakdowns of the example code provides a better understanding of the code than other ""cookbook"" approaches to learning a language.","Reviewed in the United States on October 5, 2019","Good book to start with for learning Python.",5,"",0
"R2WALJOW4ZIR1C","Eric G. Reyes","This is actually my 2nd introduction to Python.  As a newbie, ran into a problem immediately. Emailed the author and was pleasantly surprised for an immediate response and advise.  Author seems to genuinely care for newbies like me.","Reviewed in the United States on January 19, 2021","Good book, excellent author, very responsive and genuinely cares for newbies.",5,"https://images-na.ssl-images-amazon.com/images/I/81Srj8BXItL.jpg",0
"R26AD89YWT9F46","Mikey A.","I tried to go to resources in the link that's shared in the book, but couldn't find anything.","Reviewed in the United States on May 22, 2021","Great book! But where do i download the ship from in the AlienInvasion project?",2,"",1
"R3DQE6FKFYA4U5","J. Neal","You should buy this book even if you have some experience with Python and need a refresher on the basics and specifically Python 3.","Reviewed in the United States on May 23, 2019","New to python or even someone who wants to understand the basics?",5,"",1
"R1D6DVNJCKC1DH","Dula Temesgen","Buy this book. It's well organized and just an absolutely amazing resource to begin your python journey.","Reviewed in the United States on October 10, 2020","Best book for beginners to learn python",5,"",0
"RC6446GMVAJ86","Rafael","I like the clarity and how in-depth it goes. I am only on the third chapter as I just bought it with my Christmas money and am totally hooked.","Reviewed in the United States on January 2, 2020","Hooked",5,"",0
"R2A3VFXEFRTFNH","Shaahin","Absolutely fantastic and to the point Python book!Definitely 5 stars!Thank you Eric! I owe you big time!","Reviewed in the United States on June 11, 2019","Best python book to start python!",5,"",0
"R2E1BQMMJ4BOEI","Amazon Customer","Good introduction to python with helpful computer science concepts as well","Reviewed in the United States on September 21, 2020","Very helpful and thorough",5,"",0
"R5FWQ18ZW0FTO","Sharquisha","really good book but i had to return due to it being way to easy for my experience but if you are new to coding then this is a great fit for you","Reviewed in the United States on December 2, 2019","Great book for new coders",5,"",0
"RRQRGXXOKGRFE","Oliver"," love it","Reviewed in the United States on August 7, 2021","excellent",5,"",0
"R2KQ6T2CDXQQF4","Sean Goodwin","This is an awesome book for anyone looking to learn about programming in Python","Reviewed in the United States on February 17, 2020","Great place to start",5,"",0
"R1ODECIAUTJD1O","Efren Vargas","Great book","Reviewed in the United States on December 11, 2019","Worth the Money",5,"",1
"R1YPWS493HNTQ3","Eric J.","This review is for the printed version of the book; I have not seen the kindle version.  I am an experienced developer, but brand new to Python.  After buying, and in one case returning, several kindle books on Python, I still hadn’t found one which I felt did a first-rate job of presenting the material.  Then I bought the “Python Crash Course” book.  I’m only on Page 130, but so far the book has exceeded my expectations.The layout is sensible and very professional, the examples are instructive, and the exercises are as much fun as you can have when trying to learn a new programming language.  As several others have noted, you might want to order a tube of glue when you buy this book; the cover started falling off after about Day 2.  I’m not going to knock off a star for a problem like that, but it is a bit annoying.  So, if you want to learn Python, I can highly recommend this book to get you started.","Reviewed in the United States on May 7, 2020","Very nice book!",5,"",0
"R3DBX1LY16ME0J","Gavriel","I'm a computer scientist from a family of teachers, professors, and IT specialists; I don't know how many people realize how rare it is to have someone qualified to write a textbook, who has a balanced enough perspective to understand a students generalist foundation without being demeaning; this book is written in a way that briefly answers why, where someone would think ""why this, not that"", addressing common issues preemptively with solutions to avoid losing the trust of the student.This textbook is easier to learn from than most of my professors, and this book would have been far more pleasant an introduction to programming than the Java class offered by the college, not to mention the Java textbook; that can't even compare.","Reviewed in the United States on October 28, 2021","The best textbook I have ever read; bar none",5,"","2"
"R2EBC9CBL5OI6A","JManInPhoenix","About halfway through the book now - in the middle of the alien invasion project.  Book is very well written - it explains all the basics with just enough detail to understand but not overboard with too much.  I recommend getting both the hard copy and e copy of the book as I found the e copy to be very helpful to look at when I have Visual Studio Code open and working on a file.Highly recommend to anyone wanting to learn the basics of Python!","Reviewed in the United States on August 23, 2021","Excellent intro into Python",5,"",0
"R1DXRDP9Q5QZOU","Amazonian","Outstanding book that's well laid-out and absolutely perfect for learning or brushing up on Python.  The binding, however, is awful.  After only a couple of days of reading, the binding has completely separated from the spine (see photo).  So while the quality of the content is first class, the binding is strictly economy.  Fortunately, the paperback is only 17 bucks.  Much more than that and I would have requested a replacement.","Reviewed in the United States on August 12, 2020","Five Stars for content, Zero for Binding",5,"https://images-na.ssl-images-amazon.com/images/I/61XLETXW-UL.jpg",0
"R3856E0O7SWJFL","ARad","I purchased this book to add to my programing knowledge . I studied Visual Basic back then in when i used to go to school. Coming from VB programming, this book was extremely easy to follow. The author has real life examples for everything you learn in the book. I definitely recommend this book even over video courses. after reading 8 chapters I am able to write very basic programs that works.","Reviewed in the United States on August 21, 2021","Very good book for beginners or people with some previous background",5,"",1
"R19FO18EXU7SNB","Louis","I learned c++ in college but didn’t practice any after. I recently got back into coding and wanted to learn python...great language to start with. This book is the best book you can buy to learn python. The flow is great. The mini assignments build off each other. I’m constantly going back to the assignments to practice and I try to complete them in a different way each time. Buy this book.","Reviewed in the United States on April 13, 2020","Super helpful!",5,"",0
"R10ZQRSFROS75Q","meadows_hands","I am 10 days in and can't believe how fast I'm picking this up! I've tried probably ten times to learn how to code and gave up after entering ""tutorial hell"".This book is simple and straightforward. I'm writing programs and having a lot of fun. Wish I would've gotten this book sooner!","Reviewed in the United States on February 26, 2022","This helped after so many failed attempts!",5,"",1
"R3TYKY5NDM4VX5","Tekdif ","I purchased this book and prime delivered as they always do in 24 hours since it was a small item and ""in stock""I chose this particular python book for two reasons.1) It is one of the higher rated python books for beginners (over half a million sold).2) While your moving along learning the language, the authors include projects that are ""Practical"" so you can apply what your learning.Not much else to say. If you go through this book you will have a foundation of python (something to stand on).Ps. I spilled coffee the first hour into this book. lol It only hit a few pages and all is fine.","Reviewed in the United States on July 13, 2020","Practical application",5,"",0
"R2TD1TVQLJ191T","alex","Content is good and easy to understand.  Suitable for a beginner like me.  BUT! ""No Starch Press"", the publisher of this book ought to change their name to ""No Glue Press"" as the book has started to come apart.  Did not even get to Chapter 4 when it unbound!","Reviewed in the United States on September 5, 2020","Good reading before the book itself falls apart!",5,"https://images-na.ssl-images-amazon.com/images/I/710FC-uW2tL.jpg
https://images-na.ssl-images-amazon.com/images/I/71eWeRS815L.jpg
https://images-na.ssl-images-amazon.com/images/I/71eWeRS815L.jpg",1
"R27L8WLS2N3F9T","RA Wolfe","I bought this because I had stopped paying attention to python before version 3 and so was rusty.this is a great book to refresh your skills, not just for beginners.","Reviewed in the United States on August 21, 2021","Great Refresher too",5,"",1
"R1O35E85LXNQHD","Ariyo Omolade","This book took me fron ground zero to a more knowledgeable python programmer. I learnt pretty much alot about working with file, data visualization, classes, methods, functions ect. I highly recommend this book as the first book to study when venturing into python programming. Thought the quality of binding of the book needs to be worked because after rigorous reading the book falls apart. But is a must read for any beginner.","Reviewed in the United States on September 20, 2021","The Book that hand-held me into programming",5,"",0
"R1H2VXQJ62XS4B","Chris","I'm learning so much from this book. It's slow going because I don't have as much time to spend on it as I'd like, but it walks me step by step when I do have a few spare minutes to learn code.","Reviewed in the United States on May 17, 2021","This book is great",5,"",0
"RCFIVBLUS96U1","Alina Kostina","I recommend it for beginners! Eric Matthes showed and explained every step in python. It helps me not to give up and learn more about programming. If you want to start a new career, this book will help you!","Reviewed in the United States on November 13, 2021","Recommend it for beginners",5,"",0
"RCOD9357Y3FNO","Thomas Veach","Very well edited for ease of use. Text is easily read. Good feedback lessons to allow the user to test learning.","Reviewed in the United States on July 17, 2021","Learn Python.",5,"",0
"R2TR2L9XJXTUV8","Gouthami","Good book to start the python course but needed more detailed explination. The assiagnment given as try it yourself is good way to learn but how can i know iam i doing the right or wrong the answer should given back of the book so we can learn easily.","Reviewed in the United States on July 28, 2020","Good book to start but not who want to become a gem in python",3,"https://images-na.ssl-images-amazon.com/images/I/71WZHokEuEL.jpg
https://images-na.ssl-images-amazon.com/images/I/71u8aCh4UtL.jpg",0
"R7NBPFIR3TDYO","Amazon Customer","I use it as a reference or as continuous reading.  It's a lot of pages but it's not too heavy to read.","Reviewed in the United States on September 13, 2019","Easy to use",5,"",0
"R37B56NX3T02LP","Rozz Yobb","This book is lit.  Great for a beginner or if you’re an intermediate user brushing up on skills.  The projects are great for a beginner and even some challenges for a programmer who is not a newbie to python.  The author of this book has a few great YouTube videos as well.","Reviewed in the United States on May 19, 2021","This book has my recommendation.",5,"",0
"R32N4HB37YDI9R","Josh","Good so far, seems to cover everything I need and is well written.","Reviewed in the United States on April 4, 2021","Well written",5,"",0
"R195I6XMXMAZZ2","George","still haven't finish the book but until now its fairly good and easy to understand for beginners","Reviewed in the United States on December 29, 2021","Great Book",5,"",0
"R843C6BDP4IVG","Amazon Customer","excellent material arrived quickly!","Reviewed in the United States on December 13, 2019","great book",5,"",0
"R1TU41JCKLG9V7","Shahzad Khan","I like it end to end","Reviewed in the United States on October 19, 2020","A good refresher",5,"",0
"R2HYHNQDWZREMK","Nic","For once, I'm not tired of these motherfu#%kin' snakes","Reviewed in the United States on June 9, 2021","Python on a plane",5,"",0
"R1I71O4EFQAP0V","Youness Alqoh","Very helpful and its very famous bookIts perfect book to start with","Reviewed in the United States on November 30, 2020","Very helpful",5,"",0
"R3U91KON3VSBV3","Sijia Zhang","Really new!","Reviewed in the United States on April 19, 2022","Great Condition!",5,"",0
"RN8YANX30O033","Jnynpl","Easy to understand","Reviewed in the United States on November 9, 2021","Good book",5,"",0
"R1GXJ7HS4W1ML1","acupsf","Rather a typo report: In the title ""...: 2Nd edition"" -- 'N' should be lower case, right?","Reviewed in the United States on August 10, 2021","Not really a review",5,"",0
"R1MY6GPYB6DUPE","Diana Rojas","I learned alot from every page of this book","Reviewed in the United States on November 13, 2020","Very interesting book",5,"",0
"RZD3XWVKMJCN4","Ned Givens","Read and learn Python as I am studying Data Analytics. Have my newly bought Samsung tablet next to my laptop to work the examples. I am very pleased with this book. I highly recommend it.","Reviewed in the United States on March 20, 2022","Great instruction for learning Python",5,"",0
"R1F5GOWXPIL3JD","Mr.Martin ","Purchased these book for my boy to get self knowledge  on the pc technology and beyond","Reviewed in the United States on May 31, 2021","Crash Course",4,"",0
"R2BFFGZV24N1JR","Amazon Customer","A growing trend affecting books purchased from Amazon is the fact they are 'Print On Demand' and are very poor quality.Within a week of purchasing and about 120 pages read, the cover detached itself from the body... Totally unacceptable! This is one of several books that I have purchased from Amazon over the last couple of years that has suffered from some sort of printing/binding issue. Problems range from splines plitting, covers detaching or delaminating, covers also suffer with excess curl...I have many books that are 20 to 30 years old that are in better condition that ones that are virtually new by comparison... It's not difficult to make books well, we've been doing it for hundreds of years!The content of the book seems well written so far and is suitable for beginners of the Python language and also for more experienced programmers that come from different programming backgrounds...I will think twice now before ordering books from Amazon now and try to find alternatives that have been printed and bound in a professional way that should last a lifetime!","Reviewed in the United Kingdom on June 12, 2020","Very poor quality book...",1,"","73"
"R3LOZV2HAQD477","Amazon Customer","Really liked this book....until it actually fell away from the binding making it impossible to read. Shoddy book making from either amazon or no starch press.Book content is very good for beginners and must say really enjoying it.....","Reviewed in the United Kingdom on June 27, 2020","Good book..terrible binding",1,"","33"
"R1CAHPHDNQD9V","Akash KANTETI","First of all,the Pro'sit's quality-1.Paper is a top quality one and it is same from first to last.2.Binding of this book is everlasting and so strong3.This book is best for person having some basic knowledge in python so that he can jump into intermediate or some equivalent.4.Projects are quite amazing,every concept is explained in related to project.Con's1.It lacks animated understanding,if you want some animation go with O'Reilly head first python.2.Try it yourself problems found to be some low to medium level.3.Cost is high,e-book is preferred if you want only the projects.4.If you already know much of python,better skip this book (you will find it boring).","Reviewed in India on July 19, 2020","Read this before you buy",4,"","55"
"RTD6CIVYHJUR9","Cetinszn","I've mainly purchased this book to have a good source in details but it's more suitable for beginners. I haven't experienced any problems about the print quality, unlike other comments I'm very happy that there isn't any coloured text or black background code snippets. I found more beneficial to take your own notes or highlight manually the parts you had practised. It's easier to look back and find your notes on the book. Otherwise it's not different than reading people's snippets on stackoverflow.  Paper quality is good. Nothing to complain but I wish I had chance have a sneak peek to know the level of information. If you just started to learn python this book is great for you. But if you already finished a beginner python course or watch CS50 week 6 on YouTube, you don't need this book for learning. But you can benefit the projects part. I also purchased O'Reilly python cookbook from Amazon and if you need advanced information to solve complex problems you should check them too.","Reviewed in the United Kingdom on November 29, 2020","More suitable for beginners",5,"","11"
"R231FQ2YWY2Y4P","Eric Millington","Python is a pretty easy language to get going with and this book 'holds your hand' very well.As you work through the 'try it yourself' sections you will find yourself thinking ""I've already done this before"" but that's ok because it's just reinforcing your understanding, by the end of chapter 4 you'll be creating your own 'lists' of data in their millions, slicing them up, pulling individual elements out, cycling through your lists using 'for' loops, formatting your output using 'F' strings etc etc, and you'll be able to code these things without opening the book as a reference!  I know there's a lot of book left for me to work through but I'm super confident I'll be fine with it!","Reviewed in the United Kingdom on February 1, 2020","Superbly paced and not overwhelming at all!",5,"","14"
"R2SNCM1IQ9U058","luke","I have been working through this book, during the covid lockdown, and it is written in an easy to understand manor. I would, and have, highly recommend it! I am planning on purchasing further books in the future.The only issue I have come across is not from the book, rather python itself. Unfortunately the latest version of python (3.8) does not have pygame (and the dev version doesn't fully work) so you need to downgrade for the games section.","Reviewed in the United Kingdom on May 1, 2020","This is a great book!",5,"","11"
"R20JH5IBYHSL5U","Mr. Michael Gover","This could be used by a complete beginner to coding, in which case it's worth working carefully through all the examples.  It holds your hand as you work through the basics.  It then moves on to projects, data visualisation, and web applications.  If you have some programming experience you might feel able to skip bits.  You will really want to use a text editor like Sublime.  Theoretically this is is free but constant reminders will drive you nuts so you will end up spending £50 buying it (but it IS excellent).You will need a Pritt Stick as the binding keeps coming off, but I can live with that.  In any case you would not want to invest in a fancy hard back binding for a book that in the nature of things will become obsolete in three to four years.","Reviewed in the United Kingdom on August 22, 2020","Steady pace with lots of worked examples, a beginner to programming could start with this.",5,"","3"
"R26N65E1MCDUW9","Reader","Earlier I gave the 4 Star but after reading to the deep of this book.... I found UNEXCEPTABLE SYNTAX error  in Chapter 9 that describing the important topic CLASSES! So most of the chapter 9 are full of mistake and unable to run the code! Very very frustrating. Amazon and the writer of this book should give us the answer for this.","Reviewed in Canada on October 30, 2020","I reversed my REVIEW 4 Star to 2 Star!",2,"","26"
"RT84Q69J7L0U7","graemebg","I did not find the kindle version helpful for my task. I am a beginner and over the years I have bought two raspberry pi’s but neither worked. I have an astronomical telescope and wanted to photograph through the eyepiece. I bought a pi 4 and camera module and the pi book on photography and Bingo it gave me the start I needed. The Noobs SD card bright the other pi’s to life. So following the programming in the Raspberry Pi for Beginners book  fired the inspiration. I can now take photographs with the Pi 4 and 3b. I am sure one day the crash course may be helpful. But if you are like me don’t buy it without a project. The Linux language andPython are no goes  on their own.","Reviewed in the United Kingdom on October 10, 2020","Don’t buy without a project",2,"",1
"R17LS13IMCSR67","J SIMPSON","I like the format (specific lines given numbers so detailed explanations of each part can be explained clearly and simply ) and the no nonsense dive into each aspect is in useful. Not only does it give you lots of examples and exercises to do at every stage but (I'm only 50% through it yet) the examples also include typical mistakes so you learn what to look out for. Which is invaluable to a python programmer just starting out.It will be a valauble reference. All too often I've found texts and videos either throw you in the deep end expecting you'll figure it out or keep you forever in the paddling pool. The book itself is a nice size and good quality print. I'll definitely be checking out other books in the series.","Reviewed in the United Kingdom on May 11, 2022","Concise with many simple examples for serious python learning",5,"",0
"R3W02P0TVIEW0","euthyphro.","Content: This is a straightforward and accessible introduction to Python which will quickly get you creating your own programmesBinding: The front cover started peeling off after two days of use. Not a showstopper, but a bit annoying.","Reviewed in the United Kingdom on May 23, 2020","Great introduction to Python",4,"","4"
"R2GYQCVG4SC9CP","Johnny B","This book offers a great introduction to Python, from Hello World to making your own Space Invaders game. The teaching style is patient and informative.As other reviewers have noted, the binding of book became detached almost immediately. It's a thick book that doesn't particularly like to be opened, but if you can overlook that, it's well worth opening.","Reviewed in the United Kingdom on June 25, 2020","Terrific introduction to Python",5,"","2"
